,id,city,loc,per_pay,score,comment,shop_level,cate_1,cate_2,cate_3,city_level
0,1,湖州,885,8,4.0,12.0,3,美食,休闲茶饮,饮品/甜点,1
1,2,哈尔滨,64,19,,,2,超市便利店,超市,,1
2,3,南昌,774,5,3.0,2.0,1,美食,休闲茶饮,奶茶,2
3,4,天津,380,18,,,2,超市便利店,超市,,2
4,5,杭州,263,2,2.0,2.0,1,美食,休闲食品,生鲜水果,5
5,6,大连,1139,13,3.0,1.0,1,美食,烘焙糕点,面包,2
6,7,绍兴,145,13,3.0,9.0,3,美食,快餐,西式快餐,3
7,8,杭州,234,16,3.0,1.0,1,美食,休闲食品,生鲜水果,5
8,9,杭州,1120,15,4.0,0.0,2,超市便利店,超市,,5
9,10,孝感,98,10,,,1,超市便利店,超市,,1
10,11,上海,134,12,3.0,1.0,1,美食,小吃,其它小吃,5
11,12,宁波,786,20,1.0,2.0,1,美食,中餐,东北菜,3
12,13,杭州,286,6,0.0,2.0,1,美食,快餐,中式快餐,5
13,14,深圳,862,7,1.0,4.0,3,美食,快餐,中式快餐,4
14,15,西安,101,19,,,1,超市便利店,超市,,2
15,16,武汉,510,17,3.0,3.0,3,美食,小吃,其它小吃,5
16,17,厦门,707,15,2.0,7.0,3,美食,快餐,西式快餐,3
17,18,福州,260,7,4.0,1.0,1,美食,火锅,麻辣烫/串串香,3
18,19,上海,701,11,3.0,5.0,3,美食,休闲茶饮,饮品/甜点,5
19,20,广州,251,5,2.0,3.0,1,美食,汤/粥/煲/砂锅/炖菜,粥,5
20,21,上海,860,9,3.0,1.0,1,美食,烘焙糕点,蛋糕,5
21,22,重庆,777,6,2.0,3.0,3,美食,烘焙糕点,面包,2
22,23,青岛,645,3,3.0,0.0,2,超市便利店,便利店,,3
23,24,温州,1058,12,2.0,2.0,2,美食,其他美食,西餐,4
24,25,昆明,354,14,3.0,9.0,3,美食,快餐,西式快餐,1
25,26,厦门,620,12,1.0,3.0,2,美食,快餐,中式快餐,3
26,27,济南,109,2,3.0,2.0,2,美食,快餐,中式快餐,3
27,28,泉州,975,14,2.0,4.0,3,美食,快餐,西式快餐,1
28,29,广州,552,6,1.0,2.0,1,美食,小吃,米粉/米线,5
29,30,中山,498,7,2.0,2.0,3,美食,快餐,西式快餐,1
30,31,北京,571,18,,,2,超市便利店,超市,,5
31,32,杭州,789,2,4.0,0.0,2,超市便利店,便利店,,5
32,33,成都,1159,20,,,2,超市便利店,超市,,3
33,34,南京,680,4,3.0,10.0,1,美食,休闲茶饮,奶茶,5
34,35,东莞,296,18,2.0,0.0,1,超市便利店,超市,,2
35,36,中山,795,17,4.0,0.0,1,超市便利店,超市,,1
36,37,上海,639,9,3.0,4.0,3,美食,快餐,西式快餐,5
37,38,广州,36,2,3.0,0.0,1,超市便利店,便利店,,5
38,39,上海,205,9,2.0,6.0,1,美食,休闲食品,生鲜水果,5
39,40,湖州,1125,18,,,1,超市便利店,超市,,1
40,41,上海,1054,10,3.0,9.0,3,美食,快餐,西式快餐,5
41,42,武汉,198,1,3.0,2.0,1,美食,休闲茶饮,奶茶,5
42,43,上饶,102,15,2.0,3.0,3,美食,快餐,西式快餐,1
43,44,郑州,1088,20,4.0,5.0,3,美食,火锅,川味/重庆火锅,2
44,45,宁波,436,16,1.0,0.0,1,美食,中餐,川菜,3
45,46,南京,575,10,0.0,0.0,2,超市便利店,超市,,5
46,47,北京,322,6,,,2,超市便利店,便利店,,5
47,48,绍兴,516,18,,,1,超市便利店,超市,,3
48,49,南通,253,19,3.0,0.0,2,超市便利店,超市,,2
49,50,上海,93,14,3.0,0.0,3,美食,烘焙糕点,面包,5
50,51,北京,659,12,2.0,3.0,3,美食,快餐,中式快餐,5
51,52,绍兴,192,7,3.0,2.0,1,美食,休闲茶饮,奶茶,3
52,53,杭州,264,2,,,2,超市便利店,便利店,,5
53,54,武汉,423,9,0.0,0.0,2,超市便利店,超市,,5
54,55,上海,357,10,3.0,8.0,3,美食,快餐,西式快餐,5
55,56,成都,55,14,3.0,6.0,3,美食,快餐,西式快餐,3
56,57,上海,229,14,2.0,8.0,3,美食,快餐,西式快餐,5
57,58,杭州,1093,19,3.0,2.0,2,超市便利店,超市,,5
58,59,上海,229,4,,,2,超市便利店,便利店,,5
59,60,成都,730,8,3.0,5.0,3,美食,烘焙糕点,面包,3
60,61,厦门,203,4,3.0,1.0,1,美食,小吃,面点,3
61,62,盐城,872,15,3.0,7.0,3,美食,快餐,西式快餐,1
62,63,温州,158,17,,,1,超市便利店,超市,,4
63,64,成都,197,1,4.0,6.0,1,美食,休闲茶饮,冰激凌,3
64,65,上海,731,20,,,2,超市便利店,超市,,5
65,66,宁波,58,2,1.0,0.0,2,超市便利店,便利店,,3
66,67,南京,297,7,1.0,2.0,1,美食,小吃,面点,5
67,68,广州,490,3,,,2,超市便利店,便利店,,5
68,69,南京,422,14,3.0,1.0,1,休闲娱乐,网吧网咖,,5
69,70,北京,667,15,4.0,2.0,3,美食,烘焙糕点,蛋糕,5
70,71,北京,761,9,3.0,2.0,2,美食,烘焙糕点,面包,5
71,72,广州,552,17,4.0,0.0,2,超市便利店,超市,,5
72,73,苏州,780,16,,,1,超市便利店,超市,,4
73,74,上海,898,12,1.0,1.0,1,美食,快餐,其它快餐,5
74,75,济南,1104,1,4.0,1.0,1,美食,休闲茶饮,奶茶,3
75,76,厦门,687,19,3.0,1.0,1,美食,烘焙糕点,面包,3
76,77,宁波,429,17,1.0,2.0,1,美食,休闲茶饮,咖啡厅,3
77,78,上海,699,8,1.0,1.0,1,美食,快餐,中式快餐,5
78,79,上海,1033,15,2.0,3.0,2,美食,快餐,中式快餐,5
79,80,金华,874,17,,,1,超市便利店,超市,,3
80,81,上海,943,3,3.0,0.0,1,美食,休闲食品,生鲜水果,5
81,82,广州,47,6,1.0,4.0,2,美食,中餐,粤菜,5
82,83,无锡,180,12,3.0,5.0,2,美食,快餐,西式快餐,3
83,84,上海,697,11,3.0,3.0,1,美食,烘焙糕点,面包,5
84,85,苏州,138,12,3.0,5.0,3,美食,快餐,西式快餐,4
85,86,成都,910,19,3.0,0.0,2,超市便利店,超市,,3
86,87,福州,122,5,2.0,1.0,1,美食,快餐,中式快餐,3
87,88,温州,665,13,3.0,13.0,3,美食,快餐,西式快餐,4
88,89,重庆,754,17,4.0,0.0,2,超市便利店,超市,,2
89,90,上海,507,15,3.0,6.0,3,美食,烘焙糕点,面包,5
90,91,福州,930,18,,,1,超市便利店,超市,,3
91,92,成都,818,19,4.0,0.0,2,超市便利店,超市,,3
92,93,深圳,813,5,0.0,1.0,1,美食,快餐,中式快餐,4
93,94,深圳,79,10,3.0,1.0,1,美食,烘焙糕点,其它烘焙糕点,4
94,95,济南,682,4,3.0,1.0,1,美食,小吃,面点,3
95,96,武汉,65,1,3.0,2.0,1,美食,小吃,面点,5
96,97,廊坊,240,4,3.0,0.0,1,美食,休闲食品,生鲜水果,1
97,98,广州,587,12,1.0,1.0,2,美食,快餐,中式快餐,5
98,99,沈阳,692,5,4.0,1.0,1,美食,休闲食品,生鲜水果,2
99,100,南京,215,8,3.0,13.0,3,美食,快餐,西式快餐,5
100,101,温州,585,5,3.0,3.0,1,美食,烧烤,中式烧烤,4
101,102,杭州,914,13,,,1,超市便利店,超市,,5
102,103,北京,977,4,1.0,1.0,1,美食,小吃,其它小吃,5
103,104,福州,939,13,2.0,5.0,3,美食,快餐,西式快餐,3
104,105,苏州,15,14,3.0,7.0,3,美食,快餐,西式快餐,4
105,106,广州,309,2,4.0,0.0,1,超市便利店,便利店,,5
106,107,杭州,1093,7,3.0,3.0,1,美食,休闲茶饮,奶茶,5
107,108,上海,1010,8,2.0,3.0,3,美食,快餐,西式快餐,5
108,109,金华,622,11,,,1,超市便利店,便利店,,3
109,110,北京,982,7,,,2,超市便利店,便利店,,5
110,111,北京,430,9,3.0,3.0,3,美食,休闲茶饮,饮品/甜点,5
111,112,珠海,204,18,3.0,0.0,2,超市便利店,超市,,1
112,113,厦门,1107,1,,,1,超市便利店,超市,,3
113,114,上海,134,9,3.0,15.0,3,美食,快餐,西式快餐,5
114,115,杭州,89,6,2.0,6.0,1,美食,快餐,中式快餐,5
115,116,杭州,386,2,,,1,超市便利店,超市,,5
116,117,杭州,523,20,0.0,3.0,3,美食,中餐,江浙菜,5
117,118,北京,652,8,2.0,0.0,1,美食,快餐,中式快餐,5
118,119,保定,1087,10,3.0,2.0,3,美食,快餐,西式快餐,1
119,120,杭州,1111,14,,,1,超市便利店,超市,,5
120,121,上海,406,8,3.0,3.0,3,美食,快餐,中式快餐,5
121,122,上海,572,16,3.0,1.0,1,美食,快餐,其它快餐,5
122,123,北京,114,10,2.0,3.0,1,美食,休闲食品,生鲜水果,5
123,124,杭州,1094,17,3.0,0.0,2,超市便利店,超市,,5
124,125,大连,877,11,4.0,3.0,3,美食,快餐,西式快餐,2
125,126,成都,112,5,3.0,0.0,1,美食,小吃,其它小吃,3
126,127,武汉,317,13,1.0,3.0,2,美食,快餐,西式快餐,5
127,128,温州,665,20,2.0,1.0,3,美食,其他美食,西餐,4
128,129,宁波,46,20,4.0,0.0,2,超市便利店,超市,,3
129,130,南京,130,18,4.0,0.0,2,超市便利店,超市,,5
130,131,武汉,917,15,4.0,3.0,1,美食,休闲食品,生鲜水果,5
131,132,柳州,768,13,3.0,2.0,1,美食,快餐,西式快餐,1
132,133,广州,494,10,2.0,2.0,1,美食,快餐,中式快餐,5
133,134,宁波,764,1,3.0,1.0,1,美食,小吃,其它小吃,3
134,135,上海,828,7,4.0,4.0,1,美食,休闲茶饮,奶茶,5
135,136,武汉,510,10,3.0,3.0,3,美食,烘焙糕点,面包,5
136,137,宁波,436,15,3.0,1.0,1,美食,烘焙糕点,面包,3
137,138,上海,642,16,1.0,4.0,1,美食,小吃,面点,5
138,139,上海,244,12,3.0,4.0,2,美食,快餐,西式快餐,5
139,140,北京,1043,5,,,2,超市便利店,便利店,,5
140,141,北京,658,17,,,1,超市便利店,超市,,5
141,142,杭州,789,2,,,2,超市便利店,便利店,,5
142,143,北京,476,3,2.0,2.0,1,美食,快餐,中式快餐,5
143,144,上海,1054,5,4.0,2.0,1,美食,休闲茶饮,奶茶,5
144,145,台州,988,15,2.0,5.0,3,美食,快餐,西式快餐,1
145,146,福州,1075,19,,,2,超市便利店,超市,,3
146,147,广州,552,3,2.0,0.0,2,超市便利店,便利店,,5
147,148,武汉,737,5,,,1,超市便利店,便利店,,5
148,149,厦门,955,3,2.0,4.0,1,美食,小吃,其它小吃,3
149,150,厦门,1080,12,4.0,2.0,1,美食,休闲茶饮,饮品/甜点,3
150,151,上海,809,9,2.0,3.0,2,美食,快餐,西式快餐,5
151,152,武汉,557,16,3.0,1.0,3,美食,休闲食品,零食,5
152,153,黄冈,515,17,,,2,超市便利店,超市,,1
153,154,福州,330,1,1.0,0.0,1,美食,休闲食品,零食,3
154,155,江门,635,7,3.0,7.0,3,美食,快餐,西式快餐,1
155,156,惠州,334,18,,,1,超市便利店,超市,,1
156,157,北京,1154,14,3.0,7.0,3,美食,快餐,西式快餐,5
157,158,温州,840,8,3.0,2.0,1,美食,休闲食品,生鲜水果,4
158,159,金华,595,15,3.0,6.0,3,美食,快餐,西式快餐,3
159,160,上海,153,2,4.0,0.0,2,超市便利店,便利店,,5
160,161,南京,832,5,2.0,2.0,1,美食,小吃,其它小吃,5
161,162,广州,343,2,3.0,0.0,1,超市便利店,便利店,,5
162,163,杭州,778,17,4.0,0.0,1,超市便利店,超市,,5
163,164,武汉,435,1,3.0,1.0,1,美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜,5
164,165,南京,680,6,4.0,1.0,1,美食,休闲茶饮,饮品/甜点,5
165,166,北京,632,19,3.0,4.0,1,美食,其他美食,日韩料理,5
166,167,宁波,252,1,4.0,5.0,1,美食,小吃,其它小吃,3
167,168,杭州,672,10,,,1,超市便利店,超市,,5
168,169,南京,434,20,3.0,5.0,1,美食,中餐,西北菜,5
169,170,天津,43,18,4.0,0.0,2,超市便利店,超市,,2
170,171,上海,709,8,3.0,7.0,3,美食,快餐,西式快餐,5
171,172,北京,1005,19,4.0,0.0,2,超市便利店,超市,,5
172,173,南京,66,16,,,2,超市便利店,超市,,5
173,174,温州,936,2,4.0,3.0,1,美食,休闲食品,生鲜水果,4
174,175,武汉,435,18,4.0,0.0,2,超市便利店,超市,,5
175,176,常州,385,6,3.0,3.0,1,美食,休闲茶饮,奶茶,2
176,177,上海,415,11,3.0,5.0,3,美食,快餐,西式快餐,5
177,178,上海,630,16,,,1,超市便利店,超市,,5
178,179,嘉兴,1136,10,3.0,3.0,3,美食,快餐,中式快餐,2
179,180,苏州,729,16,,,1,超市便利店,超市,,4
180,181,黄石,529,14,2.0,6.0,3,美食,快餐,西式快餐,1
181,182,聊城,455,11,3.0,2.0,3,美食,快餐,西式快餐,1
182,183,北京,42,9,3.0,12.0,3,美食,快餐,西式快餐,5
183,184,北京,464,17,2.0,2.0,1,美食,中餐,其它地方菜,5
184,185,广州,522,9,2.0,3.0,1,美食,休闲食品,其它休闲食品,5
185,186,苏州,504,13,3.0,9.0,3,美食,快餐,西式快餐,4
186,187,惠州,83,8,2.0,5.0,3,美食,快餐,西式快餐,1
187,188,苏州,990,9,4.0,3.0,3,美食,休闲茶饮,饮品/甜点,4
188,189,无锡,984,17,,,2,超市便利店,超市,,3
189,190,深圳,734,14,1.0,4.0,3,美食,快餐,西式快餐,4
190,191,深圳,531,7,3.0,4.0,2,美食,快餐,西式快餐,4
191,192,东莞,858,14,2.0,4.0,3,美食,快餐,西式快餐,2
192,193,西安,1070,13,3.0,9.0,3,美食,快餐,西式快餐,2
193,194,上海,1032,5,3.0,1.0,1,美食,休闲茶饮,奶茶,5
194,195,孝感,98,19,1.0,4.0,3,美食,其他美食,西餐,1
195,196,深圳,407,15,1.0,3.0,3,美食,快餐,西式快餐,4
196,197,绍兴,1063,9,3.0,2.0,1,美食,烘焙糕点,面包,3
197,198,南京,399,8,1.0,1.0,1,美食,快餐,中式快餐,5
198,199,苏州,1034,15,,,1,超市便利店,超市,,4
199,200,上海,478,16,1.0,9.0,3,美食,快餐,西式快餐,5
200,201,南京,1053,4,3.0,0.0,1,美食,小吃,其它小吃,5
201,202,厦门,1107,1,2.0,1.0,1,美食,休闲食品,生鲜水果,3
202,203,上海,356,18,,,2,超市便利店,超市,,5
203,204,佛山,738,10,3.0,3.0,3,美食,快餐,西式快餐,2
204,205,杭州,280,9,4.0,2.0,2,美食,烘焙糕点,蛋糕,5
205,206,南宁,353,20,1.0,1.0,3,美食,中餐,粤菜,2
206,207,北京,396,17,3.0,5.0,3,美食,中餐,川菜,5
207,208,北京,580,17,,,1,超市便利店,超市,,5
208,209,常州,743,11,3.0,3.0,3,美食,休闲茶饮,饮品/甜点,2
209,210,武汉,788,14,3.0,7.0,3,美食,小吃,其它小吃,5
210,211,深圳,966,12,2.0,9.0,3,美食,快餐,西式快餐,4
211,212,南通,995,20,1.0,1.0,1,美食,中餐,江浙菜,2
212,213,温州,1058,1,4.0,2.0,1,美食,休闲食品,生鲜水果,4
213,214,深圳,1109,20,1.0,1.0,3,美食,中餐,江浙菜,4
214,215,北京,77,4,3.0,7.0,1,美食,休闲茶饮,奶茶,5
215,216,北京,376,14,4.0,3.0,3,美食,烘焙糕点,蛋糕,5
216,217,杭州,1092,13,3.0,20.0,3,美食,快餐,西式快餐,5
217,218,北京,1043,2,,,2,超市便利店,超市,,5
218,219,温州,236,11,3.0,1.0,1,美食,休闲食品,生鲜水果,4
219,220,杭州,378,20,3.0,2.0,1,美食,中餐,川菜,5
220,221,武汉,259,13,3.0,2.0,1,美食,烘焙糕点,面包,5
221,222,南昌,774,14,0.0,1.0,2,美食,休闲食品,零食,2
222,223,武汉,198,20,3.0,6.0,1,美食,火锅,麻辣烫/串串香,5
223,224,温州,442,2,2.0,0.0,2,超市便利店,便利店,,4
224,225,宁波,58,9,0.0,1.0,1,美食,快餐,中式快餐,3
225,226,广州,928,5,2.0,7.0,1,美食,快餐,中式快餐,5
226,227,西安,708,6,3.0,3.0,1,美食,休闲茶饮,饮品/甜点,2
227,228,南京,221,13,4.0,0.0,2,超市便利店,超市,,5
228,229,佛山,881,9,3.0,3.0,3,美食,快餐,西式快餐,2
229,230,福州,607,14,,,1,超市便利店,超市,,3
230,231,南京,212,17,4.0,0.0,2,超市便利店,超市,,5
231,232,温州,841,5,3.0,0.0,2,超市便利店,便利店,,4
232,233,杭州,264,11,3.0,6.0,2,美食,烘焙糕点,面包,5
233,234,合肥,374,5,0.0,2.0,1,美食,快餐,中式快餐,3
234,235,合肥,775,5,4.0,6.0,1,美食,休闲茶饮,奶茶,3
235,236,苏州,63,9,2.0,2.0,3,美食,快餐,中式快餐,4
236,237,南宁,1137,10,3.0,1.0,1,美食,烘焙糕点,面包,2
237,238,北京,42,20,2.0,3.0,1,美食,快餐,中式快餐,5
238,239,宿迁,265,16,3.0,6.0,3,美食,快餐,西式快餐,1
239,240,上海,544,9,3.0,10.0,3,美食,快餐,西式快餐,5
240,241,上海,924,11,3.0,2.0,3,美食,烘焙糕点,面包,5
241,242,宁波,58,13,3.0,2.0,1,美食,休闲食品,生鲜水果,3
242,243,漳州,202,18,,,2,超市便利店,超市,,1
243,244,广州,44,2,3.0,2.0,1,美食,休闲茶饮,奶茶,5
244,245,绍兴,219,6,4.0,2.0,1,美食,休闲食品,零食,3
245,246,武汉,324,6,2.0,1.0,1,美食,小吃,其它小吃,5
246,247,武汉,198,20,3.0,1.0,1,医疗健康,药店,,5
247,248,上海,1019,10,3.0,0.0,2,美食,烘焙糕点,面包,5
248,249,宁波,166,16,3.0,1.0,1,美食,快餐,中式快餐,3
249,250,武汉,831,20,1.0,2.0,1,美食,烧烤,中式烧烤,5
250,251,北京,94,6,3.0,2.0,1,美食,快餐,中式快餐,5
251,252,深圳,491,13,3.0,7.0,3,美食,快餐,西式快餐,4
252,253,北京,1150,20,3.0,3.0,1,美食,中餐,海鲜,5
253,254,厦门,1107,1,4.0,1.0,1,美食,休闲茶饮,奶茶,3
254,255,北京,538,11,2.0,1.0,1,美食,快餐,中式快餐,5
255,256,南宁,76,18,3.0,0.0,2,超市便利店,超市,,2
256,257,北京,129,6,,,1,超市便利店,便利店,,5
257,258,蚌埠,159,12,3.0,8.0,3,美食,快餐,西式快餐,1
258,259,苏州,685,10,3.0,3.0,3,美食,休闲茶饮,饮品/甜点,4
259,260,金华,923,15,2.0,6.0,3,美食,快餐,西式快餐,3
260,261,南宁,1137,15,2.0,8.0,3,美食,快餐,西式快餐,2
261,262,宁波,150,9,3.0,3.0,1,美食,小吃,其它小吃,3
262,263,杭州,1091,10,,,2,超市便利店,便利店,,5
263,264,杭州,521,8,3.0,3.0,1,美食,休闲食品,生鲜水果,5
264,265,长沙,394,7,2.0,3.0,3,美食,快餐,中式快餐,2
265,266,沈阳,128,13,3.0,5.0,3,美食,快餐,西式快餐,2
266,267,金华,267,6,0.0,1.0,1,美食,快餐,中式快餐,3
267,268,深圳,531,3,3.0,0.0,1,超市便利店,便利店,,4
268,269,上海,365,9,1.0,1.0,1,美食,快餐,中式快餐,5
269,270,广州,928,5,3.0,10.0,1,美食,快餐,中式快餐,5
270,271,广州,488,5,0.0,1.0,1,美食,快餐,其它快餐,5
271,272,杭州,280,1,4.0,3.0,1,美食,烘焙糕点,面包,5
272,273,济南,934,13,3.0,9.0,3,美食,快餐,西式快餐,3
273,274,深圳,733,7,2.0,4.0,3,美食,快餐,中式快餐,4
274,275,广州,8,4,3.0,2.0,1,美食,休闲食品,生鲜水果,5
275,276,上海,168,19,,,2,超市便利店,超市,,5
276,277,上海,1054,20,3.0,2.0,3,美食,中餐,西北菜,5
277,278,广州,343,8,3.0,14.0,3,美食,快餐,西式快餐,5
278,279,广州,228,13,0.0,8.0,1,美食,快餐,西式快餐,5
279,280,武汉,812,15,3.0,2.0,1,美食,休闲茶饮,饮品/甜点,5
280,281,苏州,276,13,3.0,10.0,3,美食,快餐,西式快餐,4
281,282,杭州,378,3,3.0,0.0,2,超市便利店,便利店,,5
282,283,大连,227,20,4.0,9.0,1,美食,中餐,海鲜,2
283,284,上海,924,9,3.0,0.0,1,美食,休闲茶饮,饮品/甜点,5
284,285,杭州,629,14,2.0,11.0,3,美食,快餐,中式快餐,5
285,286,温州,837,1,2.0,1.0,1,美食,中餐,江浙菜,4
286,287,苏州,276,15,3.0,13.0,3,美食,快餐,西式快餐,4
287,288,上海,906,18,3.0,2.0,2,美食,其他美食,西餐,5
288,289,深圳,1078,9,3.0,2.0,1,美食,快餐,中式快餐,4
289,290,温州,141,6,4.0,0.0,2,超市便利店,便利店,,4
290,291,上海,255,11,3.0,1.0,1,美食,快餐,其它快餐,5
291,292,广州,57,3,0.0,0.0,1,超市便利店,便利店,,5
292,293,福州,122,17,3.0,0.0,2,超市便利店,超市,,3
293,294,南京,680,8,3.0,3.0,1,美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜,5
294,295,南昌,848,1,3.0,3.0,1,美食,休闲茶饮,奶茶,2
295,296,成都,845,18,,,2,超市便利店,超市,,3
296,297,长沙,104,2,2.0,2.0,1,美食,休闲食品,生鲜水果,2
297,298,西安,1020,19,,,2,超市便利店,超市,,2
298,299,杭州,884,8,3.0,6.0,3,美食,快餐,中式快餐,5
299,300,杭州,72,11,3.0,1.0,1,美食,休闲食品,生鲜水果,5
300,301,重庆,486,3,1.0,0.0,2,超市便利店,便利店,,2
301,302,武汉,209,1,0.0,0.0,1,美食,快餐,中式快餐,5
302,303,西安,708,15,3.0,5.0,3,美食,快餐,西式快餐,2
303,304,温州,969,15,3.0,15.0,3,美食,快餐,西式快餐,4
304,305,广州,439,8,3.0,7.0,3,美食,快餐,西式快餐,5
305,306,深圳,847,3,0.0,2.0,1,美食,快餐,中式快餐,4
306,307,绍兴,1082,14,3.0,4.0,3,美食,快餐,西式快餐,3
307,308,杭州,789,12,4.0,0.0,1,美食,小吃,米粉/米线,5
308,309,青岛,645,6,3.0,2.0,1,美食,快餐,中式快餐,3
309,310,深圳,576,17,,,2,超市便利店,超市,,4
310,311,北京,880,5,3.0,5.0,3,美食,快餐,中式快餐,5
311,312,嘉兴,1149,7,2.0,5.0,3,美食,快餐,中式快餐,2
312,313,深圳,983,2,0.0,3.0,1,美食,快餐,中式快餐,4
313,314,南京,399,15,4.0,2.0,1,美食,休闲茶饮,咖啡,5
314,315,上海,453,11,3.0,7.0,3,美食,快餐,西式快餐,5
315,316,杭州,681,2,4.0,2.0,1,美食,休闲茶饮,奶茶,5
316,317,苏州,902,5,2.0,1.0,1,美食,小吃,其它小吃,4
317,318,南京,680,18,3.0,4.0,1,美食,中餐,粤菜,5
318,319,上海,640,1,3.0,2.0,1,美食,小吃,面点,5
319,320,合肥,337,13,2.0,19.0,3,美食,快餐,西式快餐,3
320,321,杭州,258,10,1.0,1.0,1,美食,快餐,中式快餐,5
321,322,佛山,82,3,1.0,0.0,1,超市便利店,便利店,,2
322,323,南京,680,11,3.0,10.0,3,美食,快餐,西式快餐,5
323,324,杭州,181,10,3.0,3.0,1,美食,休闲食品,生鲜水果,5
324,325,天津,30,8,4.0,6.0,3,美食,快餐,西式快餐,2
325,326,沈阳,929,20,3.0,2.0,1,美食,火锅,其它火锅,2
326,327,上海,924,17,2.0,1.0,2,美食,小吃,面点,5
327,328,杭州,146,12,4.0,5.0,3,美食,烘焙糕点,蛋糕,5
328,329,青岛,940,5,3.0,0.0,2,超市便利店,便利店,,3
329,330,南京,680,18,3.0,1.0,1,美食,其他美食,日韩料理,5
330,331,武汉,277,1,0.0,1.0,1,美食,快餐,中式快餐,5
331,332,泰州,785,12,3.0,7.0,3,美食,快餐,西式快餐,1
332,333,上海,609,12,3.0,1.0,2,美食,烘焙糕点,蛋糕,5
333,334,杭州,827,2,3.0,1.0,1,美食,休闲食品,生鲜水果,5
334,335,广州,47,5,2.0,7.0,3,美食,快餐,中式快餐,5
335,336,上海,478,19,1.0,4.0,1,美食,火锅,其它火锅,5
336,337,佛山,559,10,2.0,8.0,3,美食,快餐,西式快餐,2
337,338,上海,1013,19,2.0,0.0,2,超市便利店,超市,,5
338,339,济南,38,17,4.0,3.0,1,美食,休闲茶饮,咖啡厅,3
339,340,杭州,760,18,4.0,1.0,1,美食,休闲食品,生鲜水果,5
340,341,宁波,133,14,3.0,11.0,3,美食,快餐,西式快餐,3
341,342,南京,680,2,4.0,2.0,1,美食,小吃,其它小吃,5
342,343,佛山,536,9,3.0,5.0,3,美食,快餐,西式快餐,2
343,344,广州,711,8,3.0,8.0,3,美食,快餐,西式快餐,5
